PG.ProteinGroups	PG.ProteinAccessions	PG.Organisms	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.Quantity	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.Quantity	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.Quantity	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.Quantity	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.Quantity	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.Quantity	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.Log2Quantity	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.Log2Quantity	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.Log2Quantity	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.Log2Quantity	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.Log2Quantity	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.Log2Quantity	[1] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_04_S4-C4_1_9528.htrms.PG.IBAQ	[2] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_05_S4-C5_1_9527.htrms.PG.IBAQ	[3] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_02_S4-C2_1_9526.htrms.PG.IBAQ	[4] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_03_S4-C3_1_9524.htrms.PG.IBAQ	[5] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_01_S4-C1_1_9529.htrms.PG.IBAQ	[6] ME20260327_CL_22_MitoEPI_Lta_IPMS_complexome_06_S4-C6_1_9525.htrms.PG.IBAQ
LtaP30.2590	LtaP30.2590	Leishmania_tarentolae_Parrot-TarII	LtaP30.2590	1	NaN	NaN	13.269094467163086	NaN	NaN	44.65582275390625	NaN	NaN	3.7299980140273266	NaN	NaN	5.480776398128274	NaN	NaN	0.3	NaN	NaN	0.9
LtaP30.2600	LtaP30.2600	Leishmania_tarentolae_Parrot-TarII	LtaP30.2600	4	129.89576721191406	193.49732971191406	1153.5059814453125	218.25033569335938	537.1414184570312	358.1021728515625	7.0212106096146005	7.596169846904302	10.171809769722529	7.7698400626570345	9.069158160381384	8.484227462280309	5.9	10.4	72.3	12.7	29.1	28.5
LtaP30.2620	LtaP30.2620	Leishmania_tarentolae_Parrot-TarII	LtaP30.2620	3	NaN	NaN	86.51727294921875	NaN	NaN	31.025129318237305	NaN	NaN	6.43491628671704	NaN	NaN	4.955365318664134	NaN	NaN	0.9	NaN	NaN	1.5
LtaP30.2650	LtaP30.2650	Leishmania_tarentolae_Parrot-TarII	LtaP30.2650	2	NaN	NaN	104.03401947021484	NaN	81.28523254394531	36.68996047973633	NaN	NaN	6.70091156136688	NaN	6.344921370056282	5.19731344548856	NaN	NaN	1.2	NaN	7.8	2.7
LtaP30.2680	LtaP30.2680	Leishmania_tarentolae_Parrot-TarII	LtaP30.2680	7	NaN	NaN	2286.710693359375	370.4134826660156	2037.4852294921875	2361.777099609375	NaN	NaN	11.15905813722522	8.532992801929542	10.992573885396913	11.20565709678808	NaN	NaN	114.2	3.4	169.9	156.1
LtaP30.2700	LtaP30.2700	Leishmania_tarentolae_Parrot-TarII	LtaP30.2700	15	1086.4345703125	237.74188232421875	1816.2508544921875	782.8784790039062	2121.128662109375	1731.7144775390625	10.08538557659678	7.893252271005539	10.826747761265615	9.612644574756654	11.05061641828747	10.757985364960492	0.9	1.4	57.6	12.5	124	42.8
LtaP30.2730	LtaP30.2730	Leishmania_tarentolae_Parrot-TarII	LtaP30.2730	3	NaN	NaN	346.9798889160156	NaN	NaN	269.91107177734375	NaN	NaN	8.438708235857943	NaN	NaN	8.07634034727846	NaN	NaN	13.2	NaN	NaN	10.5
LtaP30.2740	LtaP30.2740	Leishmania_tarentolae_Parrot-TarII	LtaP30.2740	2	NaN	NaN	97.59110260009766	9.113661766052246	101.33451843261719	76.64602661132812	NaN	NaN	6.608677717882091	3.1880308290323045	6.662981885026991	6.260139098295022	NaN	NaN	6.1	0.4	6.6	4.8
LtaP30.2750	LtaP30.2750	Leishmania_tarentolae_Parrot-TarII	LtaP30.2750	2	NaN	105.38541412353516	2196.92578125	80.29520416259766	2490.783447265625	192.98789978027344	NaN	6.71953139424698	11.101270416675801	6.327241916534577	11.282383881456932	7.59236658403362	NaN	75.4	1961.9	179.4	2279	193
LtaP30.2760	LtaP30.2760	Leishmania_tarentolae_Parrot-TarII	LtaP30.2760	4	NaN	NaN	627.8119506835938	NaN	570.0736694335938	422.26177978515625	NaN	NaN	9.294188681306824	NaN	9.155004557576456	8.721993860049643	NaN	NaN	48.2	NaN	38	13.2
LtaP30.2790	LtaP30.2790	Leishmania_tarentolae_Parrot-TarII	LtaP30.2790	7	231.00238037109375	114.36141967773438	766.7393188476562	192.19873046875	413.7805480957031	2009.750244140625	7.851763907787826	6.8374566245215895	9.5825923537739	7.586454996476984	8.692722015191395	10.972800510480331	2.9	29.5	129	8	20.1	420.3
LtaP30.2800	LtaP30.2800	Leishmania_tarentolae_Parrot-TarII	LtaP30.2800	9	2480.1494140625	912.381591796875	6830.5107421875	1521.7064208984375	12007.009765625	2432.410400390625	11.276211321578195	9.833493528915712	12.737777742778052	10.571474334720321	13.55158928551059	11.248170947924233	175.8	57	582.3	122.3	1055.8	233.5
LtaP30.2810	LtaP30.2810	Leishmania_tarentolae_Parrot-TarII	LtaP30.2810	28	4928.650390625	3675.86962890625	35174.96484375	6581.1259765625	25618.458984375	14250.3173828125	12.266976933027694	11.843869884513795	15.102261361084523	12.684118723004174	14.644896076053957	13.798706430862662	85.9	55.4	1884.8	264.2	1386.6	386.8
LtaP30.2820	LtaP30.2820	Leishmania_tarentolae_Parrot-TarII	LtaP30.2820	3	NaN	NaN	117.76163482666016	NaN	270.9111022949219	130.63180541992188	NaN	NaN	6.879725794644584	NaN	8.081675708075148	7.02936238784728	NaN	NaN	2.8	NaN	2.1	4.2
LtaP30.2840	LtaP30.2840	Leishmania_tarentolae_Parrot-TarII	LtaP30.2840	4	368.21417236328125	10705.90625	2747.87744140625	1212.555908203125	288.4756164550781	2561.937255859375	8.524401346078877	13.38611930390828	11.424101944342688	10.243835552892058	8.172305569283209	11.323019427879125	34.3	2023.6	398.7	140.5	5.2	573.8
LtaP30.2850	LtaP30.2850	Leishmania_tarentolae_Parrot-TarII	LtaP30.2850	4	NaN	NaN	567.914794921875	43.23815155029297	282.1747131347656	160.70382690429688	NaN	NaN	9.149530686116456	5.434232943440334	8.140444897519814	7.328260474668957	NaN	NaN	73.6	1.6	34.8	20.6
LtaP30.2860	LtaP30.2860	Leishmania_tarentolae_Parrot-TarII	LtaP30.2860	7	605.0841064453125	NaN	4006.14990234375	1135.7406005859375	1822.3211669921875	1204.5526123046875	9.240991880125703	NaN	11.96800068966738	10.149417650330424	10.831561527662826	10.234281693475818	16.8	NaN	154.9	39.5	60.2	64
LtaP30.2880	LtaP30.2880	Leishmania_tarentolae_Parrot-TarII	LtaP30.2880	4	NaN	NaN	1327.0604248046875	NaN	781.0769653320312	329.5278015136719	NaN	NaN	10.37401834684072	NaN	9.609320904636201	8.364256377053268	NaN	NaN	32.4	NaN	22.3	7.3
LtaP30.2890	LtaP30.2890	Leishmania_tarentolae_Parrot-TarII	LtaP30.2890	12	476.81549072265625	186.75819396972656	2943.37890625	245.9700164794922	1979.6016845703125	1401.255615234375	8.897287296434124	7.545027732067179	11.523257559519728	7.94233865284844	10.950994459662104	10.452504438998448	12.8	4	74.6	3.3	44.8	42.4
LtaP30.2900	LtaP30.2900	Leishmania_tarentolae_Parrot-TarII	LtaP30.2900	22	2637.947265625	3762.286865234375	39679.84765625	8662.771484375	19212.1796875	13511.7314453125	11.365200009076514	11.87739413970947	15.27611886631268	13.080612945536657	14.229733586525612	13.721924938558773	58	111.2	933.6	175.9	392.7	418.6
LtaP30.2910	LtaP30.2910	Leishmania_tarentolae_Parrot-TarII	LtaP30.2910	19	579.7914428710938	471.7720947265625	19386.47265625	4489.3984375	18611.9140625	5735.0400390625	9.1793902306274	8.881946275604683	14.242762710365724	12.132306426871567	14.183938810361841	12.485587843083705	3.1	3.9	993.5	178.4	808.9	266.2
LtaP30.2920	LtaP30.2920	Leishmania_tarentolae_Parrot-TarII	LtaP30.2920	5	51.43004608154297	NaN	193.52015686035156	NaN	121.85810852050781	162.19668579101562	5.684539541239287	NaN	7.596340033601437	NaN	6.929058441928441	7.341600530651023	0.3	NaN	5.6	NaN	1.5	5.9
LtaP30.2940	LtaP30.2940	Leishmania_tarentolae_Parrot-TarII	LtaP30.2940	2	NaN	21.85845375061035	67.59309387207031	50.60775375366211	107.89987182617188	42.0737190246582	NaN	4.450119444422987	6.078803945751463	5.661286536031666	6.753549340829977	5.394847442855997	NaN	1.4	5.3	1.5	3.2	4.7
LtaP30.2960	LtaP30.2960	Leishmania_tarentolae_Parrot-TarII	LtaP30.2960	5	309.6689453125	71.64265441894531	1234.76953125	227.69207763671875	810.3172607421875	411.1360778808594	8.274582901524626	6.162746886232797	10.270026073718322	7.830940284705313	9.662343061827313	8.683472166142701	24.2	6.8	66.8	10.8	46.6	27.3
LtaP30.2970	LtaP30.2970	Leishmania_tarentolae_Parrot-TarII	LtaP30.2970	21	141652.984375	67206.3515625	808994.625	110956.2734375	442678.71875	242995.96875	17.112001471476912	16.03630996574842	19.625770591787237	16.759631713862724	18.75590049370088	17.890572854471056	4401.8	2612.1	29302.7	5185.6	14922.1	10841.4
LtaP30.2980	LtaP30.2980	Leishmania_tarentolae_Parrot-TarII	LtaP30.2980	16	878.7890625	932.2774658203125	9616.6689453125	1912.3814697265625	4054.61572265625	3181.434326171875	9.779373103715242	9.864615585628895	13.231321539542101	10.901154616343456	11.985349473755981	11.635461625241474	33	48.7	477.6	73.5	147.9	155.2
LtaP30.3010	LtaP30.3010	Leishmania_tarentolae_Parrot-TarII	LtaP30.3010	5	NaN	NaN	465.3946838378906	153.71194458007812	764.0592041015625	233.35984802246094	NaN	NaN	8.862310920834883	7.264085467470186	9.57754062143163	7.866412541556633	NaN	NaN	31.2	2.7	68.5	27
LtaP30.3050	LtaP30.3050	Leishmania_tarentolae_Parrot-TarII	LtaP30.3050	2	NaN	NaN	681.9091796875	NaN	307.0548400878906	319.21044921875	NaN	NaN	9.413435795975138	NaN	8.262352534155893	8.318364068118603	NaN	NaN	22.7	NaN	9.4	6.5
LtaP30.3100	LtaP30.3100	Leishmania_tarentolae_Parrot-TarII	LtaP30.3100	16	2092.0380859375	1395.090087890625	61522.2421875	9564.908203125	123007.203125	43879.83984375	11.030693401014151	10.446142571703342	15.90882046304815	13.223535407385924	16.908383274622814	15.421270639633097	373.6	43.8	2485.1	368.8	4271.4	2298.7
LtaP30.3110	LtaP30.3110	Leishmania_tarentolae_Parrot-TarII	LtaP30.3110	20	442.04730224609375	195.37010192871094	5650.853515625	877.9266967773438	2301.7880859375	1509.9674072265625	8.788056946415189	7.610065894033634	12.464253076041443	9.777956675536837	11.16853930256315	10.56030169385477	1.7	1.4	123.2	12.4	58.5	40.7
LtaP30.3160	LtaP30.3160	Leishmania_tarentolae_Parrot-TarII	LtaP30.3160	7	3488.618408203125	3516.05615234375	48843.546875	4921.86572265625	10779.3701171875	10346.908203125	11.768440086063563	11.779742395547549	15.575880347957806	12.264989583681151	13.395985257513727	13.336912114773117	340.2	479.3	6409.2	579.9	1397.3	1116.6
LtaP30.3180	LtaP30.3180	Leishmania_tarentolae_Parrot-TarII	LtaP30.3180	10	NaN	NaN	987.3262329101562	808.8421020507812	691.610107421875	704.3482055664062	NaN	NaN	9.947383049366335	9.659714284492171	9.433815142937775	9.46014501387878	NaN	NaN	31.7	8.3	18.8	31.6
LtaP30.3200	LtaP30.3200	Leishmania_tarentolae_Parrot-TarII	LtaP30.3200	8	201.90292358398438	168.7005615234375	2143.050537109375	219.7265625	1390.3656005859375	648.5910034179688	7.6575179910314235	7.398320965449584	11.065450156504545	7.779565475879124	10.44124857825759	9.34116520213721	1.7	1.2	38	1.1	29.4	16.4
LtaP30.3220	LtaP30.3220	Leishmania_tarentolae_Parrot-TarII	LtaP30.3220	19	9145.091796875	4241.4541015625	77503.9921875	15220.4365234375	41297.140625	123319.4453125	13.158781936236041	12.050343234703494	16.24198300426886	13.893722115602966	15.33375427381059	16.912040779806205	381.6	217.3	3388.3	722.8	1846.2	5768.7
LtaP30.3230	LtaP30.3230	Leishmania_tarentolae_Parrot-TarII	LtaP30.3230	1	102.37879180908203	88.39799499511719	227.0063934326172	NaN	289.351318359375	170.73660278320312	6.677773075808072	6.465941742293599	7.826589120082282	NaN	8.176678407189272	7.415628568544701	11.7	10	17.5	NaN	33.1	13.1
LtaP30.3250	LtaP30.3250	Leishmania_tarentolae_Parrot-TarII	LtaP30.3250	12	250.52871704101562	249.71946716308594	2308.5986328125	636.62841796875	2184.5400390625	2583.572998046875	7.968832172668674	7.964164482346056	11.172801656221843	9.3143077475458	11.093113832937945	11.335151931897824	1.5	4	57.3	34.7	45.9	77.9
LtaP30.3270	LtaP30.3270	Leishmania_tarentolae_Parrot-TarII	LtaP30.3270	4	NaN	55.06061935424805	435.4913330078125	NaN	270.75885009765625	473.1357116699219	NaN	5.7829489331949135	8.76650019688573	NaN	8.080864684702801	8.886110247484753	NaN	7.3	109.8	NaN	28.9	72
LtaP30.3280	LtaP30.3280	Leishmania_tarentolae_Parrot-TarII	LtaP30.3280	19	597.4281005859375	410.6214599609375	7367.66650390625	1099.2005615234375	6867.22265625	1695.10986328125	9.222621287521406	8.681665217538301	12.846992044238776	10.102238930927529	12.745511025597377	10.727163064852382	4.5	7.3	236	13.8	233.9	54.4
LtaP30.3290	LtaP30.3290	Leishmania_tarentolae_Parrot-TarII	LtaP30.3290	1	NaN	NaN	NaN	NaN	139.63876342773438	NaN	NaN	NaN	NaN	NaN	7.125555676036305	NaN	NaN	NaN	NaN	NaN	2.1	NaN
LtaP30.3310	LtaP30.3310	Leishmania_tarentolae_Parrot-TarII	LtaP30.3310	2	NaN	9.463136672973633	221.64488220214844	45.513153076171875	121.69011688232422	67.48150634765625	NaN	3.242318461839948	7.792106240719942	5.508211632188455	6.927068193456261	6.076420273255549	NaN	0.8	30.2	2.5	6.7	10.5
LtaP30.3320	LtaP30.3320	Leishmania_tarentolae_Parrot-TarII	LtaP30.3320	2	21.293291091918945	13.43775749206543	107.86737823486328	NaN	56.221920013427734	66.05307006835938	4.412327044914436	3.7482204945358197	6.753114813872039	NaN	5.81306081837708	6.045553712672325	1.1	0.6	7	NaN	2.8	3.6
LtaP30.3330	LtaP30.3330	Leishmania_tarentolae_Parrot-TarII	LtaP30.3330	1	NaN	NaN	6.143459320068359	NaN	NaN	4.497260093688965	NaN	NaN	2.6190512514464066	NaN	NaN	2.1690463229716532	NaN	NaN	0.1	NaN	NaN	0.1
LtaP30.3340	LtaP30.3340	Leishmania_tarentolae_Parrot-TarII	LtaP30.3340	1	NaN	NaN	NaN	NaN	NaN	87.61766815185547	NaN	NaN	NaN	NaN	NaN	6.453149914312887	NaN	NaN	NaN	NaN	NaN	5.5
LtaP30.3350	LtaP30.3350	Leishmania_tarentolae_Parrot-TarII	LtaP30.3350	17	NaN	287.8597412109375	3774.09619140625	682.0844116210938	7183.9072265625	1230.1492919921875	NaN	8.169222223842347	11.881915478426164	9.413806481357538	12.810553003805396	10.264617697581661	NaN	4.1	146.4	14.2	300.8	41
LtaP30.3360	LtaP30.3360	Leishmania_tarentolae_Parrot-TarII	LtaP30.3360	4	NaN	24.679475784301758	135.8768768310547	NaN	76.60456085205078	68.0114974975586	NaN	4.6252398454759795	7.0861561527267005	NaN	6.259358384201507	6.087706752729224	NaN	0.7	20.5	NaN	2.1	5.5
LtaP30.3390	LtaP30.3390	Leishmania_tarentolae_Parrot-TarII	LtaP30.3390	9	1145.27197265625	210.03570556640625	3744.489013671875	705.68994140625	3742.0576171875	1227.072021484375	10.161474526660655	7.714490793213072	11.870553141466393	9.46289063637236	11.869616056867384	10.261004213360538	48.2	6	167.7	24.4	171.6	64.8
LtaP30.3420	LtaP30.3420	Leishmania_tarentolae_Parrot-TarII	LtaP30.3420	16	1087.0606689453125	741.4591064453125	12455.595703125	1522.426025390625	8148.3779296875	3662.60107421875	10.086216744203073	9.534223315960435	13.604506401320302	10.572156414012163	12.992297180115795	11.838652857783893	20.7	19.9	400.4	46.3	246.7	110.8
LtaP30.3470	LtaP30.3470	Leishmania_tarentolae_Parrot-TarII	LtaP30.3470	15	NaN	180.6634521484375	583.1185302734375	60.81637954711914	545.904296875	709.8995361328125	NaN	7.497160871200434	9.187645359060953	5.9263880289001865	9.092504242521002	9.471471060901557	NaN	1.6	49.1	2.1	15.2	96.8
LtaP30.3500	LtaP30.3500	Leishmania_tarentolae_Parrot-TarII	LtaP30.3500	6	NaN	NaN	299.3333435058594	53.50086975097656	187.3646240234375	144.20660400390625	NaN	NaN	8.225609183048451	5.7414904401436	7.5497047758362426	7.171993424710761	NaN	NaN	14.8	0.4	3.4	8.1
LtaP30.3520	LtaP30.3520	Leishmania_tarentolae_Parrot-TarII	LtaP30.3520	1	820.2754516601562	NaN	623.7098999023438	NaN	695.2711181640625	240.0425262451172	9.679964643424512	NaN	9.284731348205817	NaN	9.441431850429545	7.907146207975108	31.5	NaN	24.2	NaN	26.5	5
LtaP30.3550	LtaP30.3550	Leishmania_tarentolae_Parrot-TarII	LtaP30.3550	7	310.7674560546875	131.73715209960938	1631.240478515625	425.52923583984375	1752.595458984375	612.1534423828125	8.279691620654164	7.041518457094453	10.671753765416868	8.733114444957877	10.775277310611386	9.257749513963983	4.9	3.2	53.5	16.4	52.9	20.6
LtaP30.3570	LtaP30.3570	Leishmania_tarentolae_Parrot-TarII	LtaP30.3570	9	230.95822143554688	207.65478515625	3076.889892578125	550.458251953125	2261.568603515625	2720.212890625	7.851488092589435	7.698043307102805	11.587257101985237	9.10448934033255	11.143108044704197	11.409503849457556	2.8	6	165.1	22.9	133.4	160.3
LtaP30.3580	LtaP30.3580	Leishmania_tarentolae_Parrot-TarII	LtaP30.3580	1	NaN	NaN	145.15380859375	NaN	127.33058166503906	74.26203918457031	NaN	NaN	7.181438616146672	NaN	6.992435150394984	6.214553026038474	NaN	NaN	5.2	NaN	4.5	2.7
LtaP30.3590	LtaP30.3590	Leishmania_tarentolae_Parrot-TarII	LtaP30.3590	6	349.6900634765625	147.94305419921875	1185.7073974609375	297.1258239746094	507.10052490234375	275.9358825683594	8.449932991881969	7.208898154589293	10.211532317889988	8.21493018875837	8.986127957521052	8.108189266028663	10.1	3.6	47	11.2	20.1	11.1
LtaP30.3600	LtaP30.3600	Leishmania_tarentolae_Parrot-TarII	LtaP30.3600	1	103.02720642089844	86.59400939941406	246.4105224609375	18.213146209716797	328.7031555175781	109.62738037109375	6.6868815503443875	6.436195317198489	7.944920054484801	4.1869082554826935	8.360641495988231	6.776464358440527	7.4	6.2	17.6	1.3	23.5	7.8
LtaP30.3640	LtaP30.3640	Leishmania_tarentolae_Parrot-TarII	LtaP30.3640	5	1990.2197265625	24381.63671875	16772.6015625	8004.8671875	3438.79443359375	18103.30859375	10.958712002326795	14.57350735566207	14.033818859162626	12.966661751173184	11.747687160777168	14.143965770536445	265.5	3549.6	1970.2	1127	369.5	2235.3
LtaP30.3650	LtaP30.3650	Leishmania_tarentolae_Parrot-TarII	LtaP30.3650	8	NaN	168.5482940673828	2047.7305908203125	257.98895263671875	1175.632080078125	789.0625	NaN	7.39701821518061	10.999810204660953	8.011165478999004	10.1992209168638	9.623995767413883	NaN	6.4	94.9	14.4	53.4	30.3
LtaP30.3660	LtaP30.3660	Leishmania_tarentolae_Parrot-TarII	LtaP30.3660	1	NaN	NaN	NaN	NaN	NaN	72.29048156738281	NaN	NaN	NaN	NaN	NaN	6.175733796011915	NaN	NaN	NaN	NaN	NaN	4.8
LtaP30.3700	LtaP30.3700	Leishmania_tarentolae_Parrot-TarII	LtaP30.3700	1	NaN	406.66448974609375	237.17068481445312	154.45556640625	76.03030395507812	116.64695739746094	NaN	8.667695208841582	7.889781888164196	7.271048054796497	6.248502653598571	6.866004866536682	NaN	55.2	29.6	19.3	9.5	14.6
LtaP30.3710	LtaP30.3710	Leishmania_tarentolae_Parrot-TarII	LtaP30.3710	5	800.2147216796875	205.38632202148438	2028.31689453125	627.7874145507812	1657.0396728515625	774.3548583984375	9.644243360196443	7.682196296412151	10.98606735438642	9.294132296829234	10.694392428646335	9.596851041841072	80.8	16	185.3	50.4	134.1	33.2
LtaP30.3720	LtaP30.3720	Leishmania_tarentolae_Parrot-TarII	LtaP30.3720	22	5096.57373046875	3138.048583984375	22948.33203125	3951.8017578125	28643.599609375	9003.1044921875	12.315311978172995	11.615651973274897	14.486101676644143	11.948294860584083	14.805925185429302	13.136206848680867	205.3	135.7	670.6	107.3	785.3	298.2
LtaP30.3730	LtaP30.3730	Leishmania_tarentolae_Parrot-TarII	LtaP30.3730	7	NaN	NaN	500.76788330078125	63.33748245239258	318.019775390625	167.1343231201172	NaN	NaN	8.967998227906891	5.984987618937533	8.312972669029428	7.384864229040277	NaN	NaN	22.6	4.1	8.6	4.2
LtaP30.3780	LtaP30.3780	Leishmania_tarentolae_Parrot-TarII	LtaP30.3780	8	190.1874237060547	68.4770736694336	1548.31494140625	432.10797119140625	1147.5552978515625	1288.2327880859375	7.571278039775621	6.097549145154415	10.596483243347834	8.755248034662657	10.164347959882033	10.331177601617265	22.9	0.4	119.3	35.6	77.2	111.4
LtaP31.0020	LtaP31.0020	Leishmania_tarentolae_Parrot-TarII	LtaP31.0020	7	NaN	1263.010986328125	1146.913330078125	567.4341430664062	290.8309020996094	624.4486083984375	NaN	10.302651473155857	10.163540658587047	9.14830915136797	8.184036760054378	9.286439033890483	NaN	165.9	147.5	48	13.4	44.9
LtaP31.0050	LtaP31.0050	Leishmania_tarentolae_Parrot-TarII	LtaP31.0050	16	2900.145263671875	9606.3935546875	65738.0078125	15575.8701171875	77371.703125	20434.021484375	11.50190944901623	13.22977919877202	16.00444011581896	13.927025138541126	16.239518410706097	14.318685538815052	141.8	664	4528.4	1080	4486.6	1320.6
LtaP31.0060	LtaP31.0060	Leishmania_tarentolae_Parrot-TarII	LtaP31.0060	1	NaN	84.8009262084961	NaN	28.061492919921875	81.14987182617188	196.1283416748047	NaN	6.40600811709455	NaN	4.810519859756544	6.34251691096816	7.615654218110726	NaN	9.4	NaN	3.1	9	21.8
LtaP31.0080	LtaP31.0080	Leishmania_tarentolae_Parrot-TarII	LtaP31.0080	3	NaN	23.35986328125	186.56265258789062	152.96253967285156	461.93975830078125	51.16887664794922	NaN	4.545959925439204	7.543516396119755	7.257034571808346	8.851560911399876	5.6771946559229765	NaN	3.1	34.7	8.1	71.4	2.7
LtaP31.0090	LtaP31.0090	Leishmania_tarentolae_Parrot-TarII	LtaP31.0090	6	NaN	68.00690460205078	2785.28759765625	294.0281677246094	1283.30859375	735.147705078125	NaN	6.087609322565766	11.443610586837965	8.199810560788826	10.325652417786223	9.521890333567326	NaN	2	93.5	4.6	77.3	26.3
LtaP31.0100	LtaP31.0100	Leishmania_tarentolae_Parrot-TarII	LtaP31.0100	2	NaN	NaN	79.74169158935547	NaN	158.80282592773438	NaN	NaN	NaN	6.3172623049591135	NaN	7.31109277552797	NaN	NaN	NaN	4.1	NaN	7.8	NaN
LtaP31.0110	LtaP31.0110	Leishmania_tarentolae_Parrot-TarII	LtaP31.0110	1	NaN	NaN	236.658447265625	29.40199089050293	53.45207977294922	114.7069320678711	NaN	NaN	7.886662608198882	4.877841942146601	5.740174177907895	6.8418087699492505	NaN	NaN	47.3	5.9	10.7	22.9
LtaP31.0120	LtaP31.0120	Leishmania_tarentolae_Parrot-TarII	LtaP31.0120	11	NaN	114.75701141357422	2023.947509765625	301.59765625	1010.7075805664062	827.772705078125	NaN	6.84243849175868	10.982956159485417	8.236481407076129	9.981149939579424	9.693090867797324	NaN	1.5	82.9	2.9	32.7	22.4
LtaP31.0130	LtaP31.0130	Leishmania_tarentolae_Parrot-TarII	LtaP31.0130	1	NaN	NaN	77.59666442871094	18.201841354370117	NaN	97.84429168701172	NaN	NaN	6.277922732923675	4.186012500170853	NaN	6.612415780230357	NaN	NaN	11.1	2.6	NaN	14
LtaP31.0140	LtaP31.0140	Leishmania_tarentolae_Parrot-TarII	LtaP31.0140	30	321.2669677734375	1711.5328369140625	3185.02294921875	580.5686645507812	11804.724609375	3982.664794921875	8.327628842294912	10.741073256354639	11.637088052310006	9.18132289622573	13.527076765095396	11.959518343562124	0.1	0.6	127.9	3.4	377.2	92.6
LtaP31.0150	LtaP31.0150	Leishmania_tarentolae_Parrot-TarII	LtaP31.0150	1	NaN	NaN	245.61952209472656	NaN	142.8679962158203	NaN	NaN	NaN	7.9402814219402735	NaN	7.1585389650482805	NaN	NaN	NaN	8.5	NaN	4.9	NaN
LtaP31.0160	LtaP31.0160	Leishmania_tarentolae_Parrot-TarII	LtaP31.0160	8	408.7118225097656	100.1993408203125	1088.49951171875	190.91835021972656	1005.5105590820312	504.1952209472656	8.674940165527522	6.646729207305907	10.088125045021377	7.576811964589324	9.973712516434937	8.977838633341356	2	2.9	106.5	9.8	103.9	31.7
LtaP31.0170	LtaP31.0170	Leishmania_tarentolae_Parrot-TarII	LtaP31.0170	12	NaN	133.9661865234375	980.4541015625	148.62486267089844	978.5794677734375	416.0040588378906	NaN	7.065725095749826	9.937306284243068	7.2155316666986895	9.934545202719196	8.700453794190926	NaN	1.5	14.2	1	32.6	5.1
LtaP31.0200	LtaP31.0200	Leishmania_tarentolae_Parrot-TarII	LtaP31.0200	7	210.20787048339844	31.94769859313965	695.2185668945312	106.58560943603516	614.5469970703125	223.95932006835938	7.7156728766523495	4.997640102809217	9.441322801859398	6.735868856795528	9.263379533729273	7.8070928949798155	3.7	0.5	70.7	1.5	31.2	8.7
LtaP31.0210	LtaP31.0210	Leishmania_tarentolae_Parrot-TarII	LtaP31.0210	3	NaN	NaN	325.9979248046875	109.81890869140625	454.4373779296875	NaN	NaN	NaN	8.348718970539315	6.778982669679656	8.827937692610382	NaN	NaN	NaN	14.4	0.4	13	NaN
LtaP31.0260	LtaP31.0260	Leishmania_tarentolae_Parrot-TarII	LtaP31.0260	3	NaN	NaN	1229.5567626953125	194.97552490234375	950.9169921875	NaN	NaN	NaN	10.263922623393354	7.607149224938619	9.893175600065458	NaN	NaN	NaN	34.4	2.4	29.7	NaN
LtaP31.0270	LtaP31.0270	Leishmania_tarentolae_Parrot-TarII	LtaP31.0270	1	NaN	78.80261993408203	402.9780578613281	115.26667022705078	633.6890258789062	392.85272216796875	NaN	6.300171690344069	8.654557475980916	6.84883160259607	9.307631221170192	8.617844746988826	NaN	1.1	5.8	1.6	9.1	5.6
LtaP31.0280	LtaP31.0280	Leishmania_tarentolae_Parrot-TarII	LtaP31.0280	6	227.162353515625	145.68165588378906	1098.111328125	NaN	974.9261474609375	710.2312622070312	7.827579953769928	7.186675415621621	10.100808608943275	NaN	9.929149125839723	9.472145054552668	4.7	3.9	112.2	NaN	39.5	55.7
